date,value
2023-11-30,21
2023-12-01,23
2023-12-02,17
2023-12-03,15
2023-12-04,23
2023-12-05,21
2023-12-06,39
2023-12-07,28
2023-12-08,30
2023-12-09,13
2023-12-10,18
2023-12-11,32
2023-12-12,19
2023-12-13,36
2023-12-14,15
2023-12-15,26
2023-12-16,18
2023-12-17,22
2023-12-18,30
2023-12-19,32
2023-12-20,23
2023-12-21,22
2023-12-22,25
2023-12-23,23
2023-12-24,19
2023-12-25,14
2023-12-26,20
2023-12-27,23
2023-12-28,19
2023-12-29,16
2023-12-30,9
2023-12-31,17
2024-01-01,15
2024-01-02,19
2024-01-03,24
2024-01-04,22
2024-01-05,16
2024-01-06,15
2024-01-07,15
2024-01-08,20
2024-01-09,35
2024-01-10,29
2024-01-11,18
2024-01-12,25
2024-01-13,19
2024-01-14,20
2024-01-15,25
2024-01-16,30
2024-01-17,26
2024-01-18,23
2024-01-19,24
2024-01-20,21
2024-01-21,18
2024-01-22,30
2024-01-23,37
2024-01-24,35
2024-01-25,25
2024-01-26,21
2024-01-27,22
2024-01-28,19
2024-01-29,31
2024-01-30,33
2024-01-31,24
2024-02-01,28
2024-02-02,18
2024-02-03,28
2024-02-04,10
2024-02-05,22
2024-02-06,30
2024-02-07,22
2024-02-08,35
2024-02-09,17
2024-02-10,21
2024-02-11,19
2024-02-12,19
2024-02-13,20
2024-02-14,30
2024-02-15,24
2024-02-16,25
2024-02-17,18
2024-02-18,19
2024-02-19,21
2024-02-20,24
2024-02-21,31
2024-02-22,16
2024-02-23,30
2024-02-24,16
2024-02-25,14
2024-02-26,25
2024-02-27,31
2024-02-28,24
2024-02-29,29
2024-03-01,14
2024-03-02,18
2024-03-03,10
2024-03-04,18
2024-03-05,19
2024-03-06,25
2024-03-07,27
2024-03-08,13
2024-03-09,16
2024-03-10,13
2024-03-11,22
2024-03-12,28
2024-03-13,23
2024-03-14,33
2024-03-15,32
2024-03-16,16
2024-03-17,21
2024-03-18,31
2024-03-19,19
2024-03-20,22
2024-03-21,25
2024-03-22,25
2024-03-23,21
2024-03-24,20
2024-03-25,15
2024-03-26,19
2024-03-27,27
2024-03-28,19
2024-03-29,28
2024-03-30,19
2024-03-31,15
2024-04-01,23
2024-04-02,21
2024-04-03,17
2024-04-04,23
2024-04-05,24
2024-04-06,12
2024-04-07,16
2024-04-08,11
2024-04-09,23
2024-04-10,22
2024-04-11,19
2024-04-12,22
2024-04-13,9
2024-04-14,14
2024-04-15,21
2024-04-16,16
2024-04-17,12
2024-04-18,20
2024-04-19,24
2024-04-20,16
2024-04-21,18
2024-04-22,25
2024-04-23,16
2024-04-24,19
2024-04-25,24
2024-04-26,24
2024-04-27,17
2024-04-28,20
2024-04-29,20
2024-04-30,21
